iso639-1,iso639-2b,iso639-2t,iso639-3,scope,language_type,name
,,,meo,individual,living,Kedah Malay
,,,mep,individual,living,Miriwoong
,,,meq,individual,living,Merey
,,,mer,individual,living,Meru
,,,mes,individual,living,Masmaje
,,,met,individual,living,Mato
,,,meu,individual,living,Motu
,,,mev,individual,living,Mano
,,,mew,individual,living,Maaka
,,,mey,individual,living,Hassaniyya
,,,mez,individual,living,Menominee
,,,mfa,individual,living,Pattani Malay
,,,mfb,individual,living,Bangka
,,,mfc,individual,living,Mba
,,,mfd,individual,living,Mendankwe-Nkwen
,,,mfe,individual,living,Morisyen
,,,mff,individual,living,Naki
,,,mfg,individual,living,Mogofin
,,,mfh,individual,living,Matal
,,,mfi,individual,living,Wandala
,,,mfj,individual,living,Mefele
,,,mfk,individual,living,North Mofu
,,,mfl,individual,living,Putai
,,,mfm,individual,living,Marghi South
,,,mfn,individual,living,Cross River Mbembe
,,,mfo,individual,living,Mbe
,,,mfp,individual,living,Makassar Malay
,,,mfq,individual,living,Moba
,,,mfr,individual,living,Marrithiyel
,,,mfs,individual,living,Mexican Sign Language
,,,mft,individual,living,Mokerang
,,,mfu,individual,living,Mbwela
,,,mfv,individual,living,Mandjak
,,,mfw,individual,extinct,Mulaha
,,,mfx,individual,living,Melo
,,,mfy,individual,living,Mayo
,,,mfz,individual,living,Mabaan
,mga,mga,mga,individual,historical,Middle Irish (900-1200)
,,,mgb,individual,living,Mararit
,,,mgc,individual,living,Morokodo
,,,mgd,individual,living,Moru
,,,mge,individual,living,Mango
,,,mgf,individual,living,Maklew
,,,mgg,individual,living,Mpumpong
,,,mgh,individual,living,Makhuwa-Meetto
,,,mgi,individual,living,Lijili
,,,mgj,individual,living,Abureni
,,,mgk,individual,living,Mawes
,,,mgl,individual,living,Maleu-Kilenge
,,,mgm,individual,living,Mambae
,,,mgn,individual,living,Mbangi
,,,mgo,individual,living,Meta'
,,,mgp,individual,living,Eastern Magar
,,,mgq,individual,living,Malila
,,,mgr,individual,living,Mambwe-Lungu
,,,mgs,individual,living,Manda (Tanzania)
,,,mgt,individual,living,Mongol
,,,mgu,individual,living,Mailu
,,,mgv,individual,living,Matengo
,,,mgw,individual,living,Matumbi
,,,mgy,individual,living,Mbunga
,,,mgz,individual,living,Mbugwe
,,,mha,individual,living,Manda (India)
,,,mhb,individual,living,Mahongwe
,,,mhc,individual,living,Mocho
,,,mhd,individual,living,Mbugu
,,,mhe,individual,living,Besisi
,,,mhf,individual,living,Mamaa
,,,mhg,individual,living,Margu
,,,mhi,individual,living,Ma'di
,,,mhj,individual,living,Mogholi
,,,mhk,individual,living,Mungaka
,,,mhl,individual,living,Mauwake
,,,mhm,individual,living,Makhuwa-Moniga
,,,mhn,individual,living,Mócheno
,,,mho,individual,living,Mashi (Zambia)
,,,mhp,individual,living,Balinese Malay
,,,mhq,individual,living,Mandan
,,,mhr,individual,living,Eastern Mari
,,,mhs,individual,living,Buru (Indonesia)
,,,mht,individual,living,Mandahuaca
,,,mhu,individual,living,Digaro-Mishmi
,,,mhw,individual,living,Mbukushu
,,,mhx,individual,living,Maru
,,,mhy,individual,living,Ma'anyan
,,,mhz,individual,living,Mor (Mor Islands)
,,,mia,individual,living,Miami
,,,mib,individual,living,Atatláhuca Mixtec
,mic,mic,mic,individual,living,Mi'kmaq
,,,mid,individual,living,Mandaic
,,,mie,individual,living,Ocotepec Mixtec
,,,mif,individual,living,Mofu-Gudur
,,,mig,individual,living,San Miguel El Grande Mixtec
,,,mih,individual,living,Chayuco Mixtec
,,,mii,individual,living,Chigmecatitlán Mixtec
,,,mij,individual,living,Abar
,,,mik,individual,living,Mikasuki
,,,mil,individual,living,Peñoles Mixtec
,,,mim,individual,living,Alacatlatzala Mixtec
,min,min,min,individual,living,Minangkabau
,,,mio,individual,living,Pinotepa Nacional Mixtec
,,,mip,individual,living,Apasco-Apoala Mixtec
,,,miq,individual,living,Mískito
,,,mir,individual,living,Isthmus Mixe
,mis,mis,mis,special,special,Uncoded languages
,,,mit,individual,living,Southern Puebla Mixtec
,,,miu,individual,living,Cacaloxtepec Mixtec
,,,miw,individual,living,Akoye
,,,mix,individual,living,Mixtepec Mixtec
,,,miy,individual,living,Ayutla Mixtec
,,,miz,individual,living,Coatzospan Mixtec
,,,mjb,individual,living,Makalero
,,,mjc,individual,living,San Juan Colorado Mixtec
,,,mjd,individual,living,Northwest Maidu
,,,mje,individual,extinct,Muskum
,,,mjg,individual,living,Tu
,,,mjh,individual,living,Mwera (Nyasa)
,,,mji,individual,living,Kim Mun
,,,mjj,individual,living,Mawak
,,,mjk,individual,living,Matukar
,,,mjl,individual,living,Mandeali
,,,mjm,individual,living,Medebur
,,,mjn,individual,living,Ma (Papua New Guinea)
,,,mjo,individual,living,Malankuravan
,,,mjp,individual,living,Malapandaram
,,,mjq,individual,extinct,Malaryan
,,,mjr,individual,living,Malavedan
,,,mjs,individual,living,Miship
,,,mjt,individual,living,Sauria Paharia
,,,mju,individual,living,Manna-Dora
,,,mjv,individual,living,Mannan
,,,mjw,individual,living,Karbi
,,,mjx,individual,living,Mahali
,,,mjy,individual,extinct,Mahican
,,,mjz,individual,living,Majhi
,,,mka,individual,living,Mbre
,,,mkb,individual,living,Mal Paharia
,,,mkc,individual,living,Siliput
mk,mac,mkd,mkd,individual,living,Macedonian
,,,mke,individual,living,Mawchi
,,,mkf,individual,living,Miya
,,,mkg,individual,living,Mak (China)
,,,mki,individual,living,Dhatki
,,,mkj,individual,living,Mokilese
,,,mkk,individual,living,Byep
,,,mkl,individual,living,Mokole
,,,mkm,individual,living,Moklen
,,,mkn,individual,living,Kupang Malay
,,,mko,individual,living,Mingang Doso
,,,mkp,individual,living,Moikodi
,,,mkq,individual,extinct,Bay Miwok
,,,mkr,individual,living,Malas
,,,mks,individual,living,Silacayoapan Mixtec
,,,mkt,individual,living,Vamale
,,,mku,individual,living,Konyanka Maninka
,,,mkv,individual,living,Mafea
,,,mkw,individual,living,Kituba (Congo)
,,,mkx,individual,living,Kinamiging Manobo
,,,mky,individual,living,East Makian
,,,mkz,individual,living,Makasae
,,,mla,individual,living,Malo
,,,mlb,individual,living,Mbule
,,,mlc,individual,living,Cao Lan
,,,mle,individual,living,Manambu
,,,mlf,individual,living,Mal
mg,mlg,mlg,mlg,macrolanguage,living,Malagasy
,,,mlh,individual,living,Mape
,,,mli,individual,living,Malimpung
,,,mlj,individual,living,Miltu
,,,mlk,individual,living,Ilwana
,,,mll,individual,living,Malua Bay
,,,mlm,individual,living,Mulam
,,,mln,individual,living,Malango
,,,mlo,individual,living,Mlomp
,,,mlp,individual,living,Bargam
,,,mlq,individual,living,Western Maninkakan
,,,mlr,individual,living,Vame
,,,mls,individual,living,Masalit
mt,mlt,mlt,mlt,individual,living,Maltese
,,,mlu,individual,living,To'abaita
,,,mlv,individual,living,Motlav
,,,mlw,individual,living,Moloko
,,,mlx,individual,living,Malfaxal
,,,mlz,individual,living,Malaynon
,,,mma,individual,living,Mama
,,,mmb,individual,living,Momina
,,,mmc,individual,living,Michoacán Mazahua
,,,mmd,individual,living,Maonan
,,,mme,individual,living,Mae
,,,mmf,individual,living,Mundat
,,,mmg,individual,living,North Ambrym
,,,mmh,individual,living,Mehináku
,,,mmi,individual,living,Musar
,,,mmj,individual,living,Majhwar
,,,mmk,individual,living,Mukha-Dora
,,,mml,individual,living,Man Met
,,,mmm,individual,living,Maii
,,,mmn,individual,living,Mamanwa
,,,mmo,individual,living,Mangga Buang
,,,mmp,individual,living,Siawi
,,,mmq,individual,living,Musak
,,,mmr,individual,living,Western Xiangxi Miao
,,,mmt,individual,living,Malalamai
,,,mmu,individual,living,Mmaala
,,,mmv,individual,extinct,Miriti
,,,mmw,individual,living,Emae
,,,mmx,individual,living,Madak
,,,mmy,individual,living,Migaama
,,,mmz,individual,living,Mabaale
,,,mna,individual,living,Mbula
,,,mnb,individual,living,Muna
,mnc,mnc,mnc,individual,living,Manchu
,,,mnd,individual,living,Mondé
,,,mne,individual,living,Naba
,,,mnf,individual,living,Mundani
,,,mng,individual,living,Eastern Mnong
,,,mnh,individual,living,Mono (Democratic Republic of Congo)
,mni,mni,mni,individual,living,Manipuri
,,,mnj,individual,living,Munji
,,,mnk,individual,living,Mandinka
,,,mnl,individual,living,Tiale
,,,mnm,individual,living,Mapena
,,,mnn,individual,living,Southern Mnong
,,,mnp,individual,living,Min Bei Chinese
,,,mnq,individual,living,Minriq
,,,mnr,individual,living,Mono (USA)
,,,mns,individual,living,Mansi
,,,mnu,individual,living,Mer
,,,mnv,individual,living,Rennell-Bellona
,,,mnw,individual,living,Mon
,,,mnx,individual,living,Manikion
,,,mny,individual,living,Manyawa
,,,mnz,individual,living,Moni
,,,moa,individual,living,Mwan
,,,moc,individual,living,Mocoví
,,,mod,individual,extinct,Mobilian
,,,moe,individual,living,Innu
,,,mog,individual,living,Mongondow
,moh,moh,moh,individual,living,Mohawk
,,,moi,individual,living,Mboi
,,,moj,individual,living,Monzombo
,,,mok,individual,living,Morori
,,,mom,individual,extinct,Mangue
mn,mon,mon,mon,macrolanguage,living,Mongolian
,,,moo,individual,living,Monom
,,,mop,individual,living,Mopán Maya
,,,moq,individual,living,Mor (Bomberai Peninsula)
,,,mor,individual,living,Moro
,mos,mos,mos,individual,living,Mossi
,,,mot,individual,living,Barí
,,,mou,individual,living,Mogum
,,,mov,individual,living,Mohave
,,,mow,individual,living,Moi (Congo)
,,,mox,individual,living,Molima
,,,moy,individual,living,Shekkacho
,,,moz,individual,living,Mukulu
,,,mpa,individual,living,Mpoto
,,,mpb,individual,living,Malak Malak
,,,mpc,individual,living,Mangarrayi
,,,mpd,individual,living,Machinere
,,,mpe,individual,living,Majang
,,,mpg,individual,living,Marba
,,,mph,individual,living,Maung
,,,mpi,individual,living,Mpade
,,,mpj,individual,living,Martu Wangka
,,,mpk,individual,living,Mbara (Chad)
,,,mpl,individual,living,Middle Watut
,,,mpm,individual,living,Yosondúa Mixtec
,,,mpn,individual,living,Mindiri
,,,mpo,individual,living,Miu
,,,mpp,individual,living,Migabac
,,,mpq,individual,living,Matís
,,,mpr,individual,living,Vangunu
,,,mps,individual,living,Dadibi
,,,mpt,individual,living,Mian
,,,mpu,individual,living,Makuráp
,,,mpv,individual,living,Mungkip
,,,mpw,individual,living,Mapidian
,,,mpx,individual,living,Misima-Panaeati
,,,mpy,individual,living,Mapia
,,,mpz,individual,living,Mpi
,,,mqa,individual,living,Maba (Indonesia)
,,,mqb,individual,living,Mbuko
,,,mqc,individual,living,Mangole
,,,mqe,individual,living,Matepi
,,,mqf,individual,living,Momuna
,,,mqg,individual,living,Kota Bangun Kutai Malay
,,,mqh,individual,living,Tlazoyaltepec Mixtec
,,,mqi,individual,living,Mariri
,,,mqj,individual,living,Mamasa
,,,mqk,individual,living,Rajah Kabunsuwan Manobo
,,,mql,individual,living,Mbelime
,,,mqm,individual,living,South Marquesan
,,,mqn,individual,living,Moronene
,,,mqo,individual,living,Modole
,,,mqp,individual,living,Manipa
,,,mqq,individual,living,Minokok
,,,mqr,individual,living,Mander
,,,mqs,individual,living,West Makian
,,,mqt,individual,living,Mok
,,,mqu,individual,living,Mandari
,,,mqv,individual,living,Mosimo
,,,mqw,individual,living,Murupi
,,,mqx,individual,living,Mamuju
,,,mqy,individual,living,Manggarai
,,,mqz,individual,living,Pano
,,,mra,individual,living,Mlabri
,,,mrb,individual,living,Marino
,,,mrc,individual,living,Maricopa
,,,mrd,individual,living,Western Magar
,,,mre,individual,extinct,Martha's Vineyard Sign Language
,,,mrf,individual,living,Elseng
,,,mrg,individual,living,Mising
,,,mrh,individual,living,Mara Chin
mi,mao,mri,mri,individual,living,Maori
,,,mrj,individual,living,Western Mari
,,,mrk,individual,living,Hmwaveke
,,,mrl,individual,living,Mortlockese
,,,mrm,individual,living,Merlav
,,,mrn,individual,living,Cheke Holo
,,,mro,individual,living,Mru
,,,mrp,individual,living,Morouas
,,,mrq,individual,living,North Marquesan
,,,mrr,individual,living,Maria (India)
,,,mrs,individual,living,Maragus
,,,mrt,individual,living,Marghi Central
,,,mru,individual,living,Mono (Cameroon)
,,,mrv,individual,living,Mangareva
,,,mrw,individual,living,Maranao
,,,mrx,individual,living,Maremgi
,,,mry,individual,living,Mandaya
,,,mrz,individual,living,Marind
ms,may,msa,msa,macrolanguage,living,Malay (macrolanguage)
,,,msb,individual,living,Masbatenyo
,,,msc,individual,living,Sankaran Maninka
,,,msd,individual,living,Yucatec Maya Sign Language
,,,mse,individual,living,Musey
,,,msf,individual,living,Mekwei
,,,msg,individual,living,Moraid
,,,msh,individual,living,Masikoro Malagasy
,,,msi,individual,living,Sabah Malay
,,,msj,individual,living,Ma (Democratic Republic of Congo)
,,,msk,individual,living,Mansaka
,,,msl,individual,living,Molof
,,,msm,individual,living,Agusan Manobo
,,,msn,individual,living,Vurës
,,,mso,individual,living,Mombum
,,,msp,individual,extinct,Maritsauá
,,,msq,individual,living,Caac
,,,msr,individual,living,Mongolian Sign Language
,,,mss,individual,living,West Masela
,,,msu,individual,living,Musom
,,,msv,individual,living,Maslam
,,,msw,individual,living,Mansoanka
,,,msx,individual,living,Moresada
,,,msy,individual,living,Aruamu
,,,msz,individual,living,Momare
,,,mta,individual,living,Cotabato Manobo
,,,mtb,individual,living,Anyin Morofo
,,,mtc,individual,living,Munit
,,,mtd,individual,living,Mualang
,,,mte,individual,living,Mono (Solomon Islands)
,,,mtf,individual,living,Murik (Papua New Guinea)
,,,mtg,individual,living,Una
,,,mth,individual,living,Munggui
,,,mti,individual,living,Maiwa (Papua New Guinea)
,,,mtj,individual,living,Moskona
,,,mtk,individual,living,Mbe'
,,,mtl,individual,living,Montol
,,,mtm,individual,extinct,Mator
,,,mtn,individual,extinct,Matagalpa
,,,mto,individual,living,Totontepec Mixe
,,,mtp,individual,living,Wichí Lhamtés Nocten
,,,mtq,individual,living,Muong
,,,mtr,individual,living,Mewari
,,,mts,individual,living,Yora
,,,mtt,individual,living,Mota
,,,mtu,individual,living,Tututepec Mixtec
,,,mtv,individual,living,Asaro'o
,,,mtw,individual,living,Southern Binukidnon
,,,mtx,individual,living,Tidaá Mixtec
,,,mty,individual,living,Nabi
,,,mua,individual,living,Mundang
,,,mub,individual,living,Mubi
,,,muc,individual,living,Ajumbu
,,,mud,individual,living,Mednyj Aleut
,,,mue,individual,living,Media Lengua
,,,mug,individual,living,Musgu
,,,muh,individual,living,Mündü
,,,mui,individual,living,Musi
,,,muj,individual,living,Mabire
,,,muk,individual,living,Mugom
,mul,mul,mul,special,special,Multiple languages
,,,mum,individual,living,Maiwala
,,,muo,individual,living,Nyong
,,,mup,individual,living,Malvi
,,,muq,individual,living,Eastern Xiangxi Miao
,,,mur,individual,living,Murle
,mus,mus,mus,individual,living,Creek
,,,mut,individual,living,Western Muria
,,,muu,individual,living,Yaaku
,,,muv,individual,living,Muthuvan
,,,mux,individual,living,Bo-Ung
,,,muy,individual,living,Muyang
,,,muz,individual,living,Mursi
,,,mva,individual,living,Manam
,,,mvb,individual,extinct,Mattole
,,,mvd,individual,living,Mamboru
,,,mve,individual,living,Marwari (Pakistan)
,,,mvf,individual,living,Peripheral Mongolian
,,,mvg,individual,living,Yucuañe Mixtec
,,,mvh,individual,living,Mulgi
,,,mvi,individual,living,Miyako
,,,mvk,individual,living,Mekmek
,,,mvl,individual,extinct,Mbara (Australia)
,,,mvn,individual,living,Minaveha
,,,mvo,individual,living,Marovo
,,,mvp,individual,living,Duri
,,,mvq,individual,living,Moere
,,,mvr,individual,living,Marau
,,,mvs,individual,living,Massep
,,,mvt,individual,living,Mpotovoro
,,,mvu,individual,living,Marfa
,,,mvv,individual,living,Tagal Murut
,,,mvw,individual,living,Machinga
,,,mvx,individual,living,Meoswar
,,,mvy,individual,living,Indus Kohistani
,,,mvz,individual,living,Mesqan
,,,mwa,individual,living,Mwatebu
,,,mwb,individual,living,Juwal
,,,mwc,individual,living,Are
,,,mwe,individual,living,Mwera (Chimwera)
,,,mwf,individual,living,Murrinh-Patha
,,,mwg,individual,living,Aiklep
,,,mwh,individual,living,Mouk-Aria
,,,mwi,individual,living,Labo
,,,mwk,individual,living,Kita Maninkakan
,mwl,mwl,mwl,individual,living,Mirandese
,,,mwm,individual,living,Sar
,,,mwn,individual,living,Nyamwanga
,,,mwo,individual,living,Central Maewo
,,,mwp,individual,living,Kala Lagaw Ya
,,,mwq,individual,living,Mün Chin
,mwr,mwr,mwr,macrolanguage,living,Marwari
,,,mws,individual,living,Mwimbi-Muthambi
,,,mwt,individual,living,Moken
,,,mwu,individual,extinct,Mittu
,,,mwv,individual,living,Mentawai
,,,mww,individual,living,Hmong Daw
,,,mwz,individual,living,Moingi
,,,mxa,individual,living,Northwest Oaxaca Mixtec
,,,mxb,individual,living,Tezoatlán Mixtec
,,,mxc,individual,living,Manyika
,,,mxd,individual,living,Modang
,,,mxe,individual,living,Mele-Fila
,,,mxf,individual,living,Malgbe
,,,mxg,individual,living,Mbangala
,,,mxh,individual,living,Mvuba
,,,mxi,individual,historical,Mozarabic
,,,mxj,individual,living,Miju-Mishmi
,,,mxk,individual,living,Monumbo
,,,mxl,individual,living,Maxi Gbe
,,,mxm,individual,living,Meramera
,,,mxn,individual,living,Moi (Indonesia)
,,,mxo,individual,living,Mbowe
,,,mxp,individual,living,Tlahuitoltepec Mixe
,,,mxq,individual,living,Juquila Mixe
,,,mxr,individual,living,Murik (Malaysia)
,,,mxs,individual,living,Huitepec Mixtec
,,,mxt,individual,living,Jamiltepec Mixtec
,,,mxu,individual,living,Mada (Cameroon)
,,,mxv,individual,living,Metlatónoc Mixtec
,,,mxw,individual,living,Namo
,,,mxx,individual,living,Mahou
,,,mxy,individual,living,Southeastern Nochixtlán Mixtec
,,,mxz,individual,living,Central Masela
my,bur,mya,mya,individual,living,Burmese
,,,myb,individual,living,Mbay
,,,myc,individual,living,Mayeka
,,,mye,individual,living,Myene
,,,myf,individual,living,Bambassi
,,,myg,individual,living,Manta
,,,myh,individual,living,Makah
,,,myj,individual,living,Mangayat
,,,myk,individual,living,Mamara Senoufo
,,,myl,individual,living,Moma
,,,mym,individual,living,Me'en
,,,myo,individual,living,Anfillo
,,,myp,individual,living,Pirahã
,,,myr,individual,living,Muniche
,,,mys,individual,extinct,Mesmes
,,,myu,individual,living,Mundurukú
,myv,myv,myv,individual,living,Erzya
,,,myw,individual,living,Muyuw
,,,myx,individual,living,Masaaba
,,,myy,individual,living,Macuna
,,,myz,individual,historical,Classical Mandaic
,,,mza,individual,living,Santa María Zacatepec Mixtec
,,,mzb,individual,living,Tumzabt
,,,mzc,individual,living,Madagascar Sign Language
,,,mzd,individual,living,Malimba
,,,mze,individual,living,Morawa
,,,mzg,individual,living,Monastic Sign Language
,,,mzh,individual,living,Wichí Lhamtés Güisnay
,,,mzi,individual,living,Ixcatlán Mazatec
,,,mzj,individual,living,Manya
,,,mzk,individual,living,Nigeria Mambila
,,,mzl,individual,living,Mazatlán Mixe
,,,mzm,individual,living,Mumuye
,,,mzn,individual,living,Mazanderani
,,,mzo,individual,extinct,Matipuhy
,,,mzp,individual,living,Movima
,,,mzq,individual,living,Mori Atas
,,,mzr,individual,living,Marúbo
,,,mzs,individual,living,Macanese
,,,mzt,individual,living,Mintil
,,,mzu,individual,living,Inapang
,,,mzv,individual,living,Manza
,,,mzw,individual,living,Deg
,,,mzx,individual,living,Mawayana
,,,mzy,individual,living,Mozambican Sign Language
,,,mzz,individual,living,Maiadomu
,,,naa,individual,living,Namla
,,,nab,individual,living,Southern Nambikuára
,,,nac,individual,living,Narak
,,,nae,individual,extinct,Naka'ela
,,,naf,individual,living,Nabak
,,,nag,individual,living,Naga Pidgin
,,,naj,individual,living,Nalu
,,,nak,individual,living,Nakanai
,,,nal,individual,living,Nalik
,,,nam,individual,living,Ngan'gityemerri
,,,,individual,living,Min Nan Chinese
,,,nao,individual,living,Naaba
,nap,nap,nap,individual,living,Neapolitan
,,,naq,individual,living,Khoekhoe
,,,nar,individual,living,Iguta
,,,nas,individual,living,Naasioi
,,,nat,individual,living,Ca̱hungwa̱rya̱
na,nau,nau,nau,individual,living,Nauru
nv,nav,nav,nav,individual,living,Navajo
,,,naw,individual,living,Nawuri
,,,nax,individual,living,Nakwi
,,,nay,individual,extinct,Ngarrindjeri
,,,naz,individual,living,Coatepec Nahuatl
,,,nba,individual,living,Nyemba
,,,nbb,individual,living,Ndoe
,,,nbc,individual,living,Chang Naga
,,,nbd,individual,living,Ngbinda
,,,nbe,individual,living,Konyak Naga
,,,nbg,individual,living,Nagarchal
,,,nbh,individual,living,Ngamo
,,,nbi,individual,living,Mao Naga
,,,nbj,individual,living,Ngarinyman
,,,nbk,individual,living,Nake
nr,nbl,nbl,nbl,individual,living,South Ndebele
,,,nbm,individual,living,Ngbaka Ma'bo
,,,nbn,individual,living,Kuri
,,,nbo,individual,living,Nkukoli
,,,nbp,individual,living,Nnam
,,,nbq,individual,living,Nggem
,,,nbr,individual,living,Numana
,,,nbs,individual,living,Namibian Sign Language
,,,nbt,individual,living,Na
,,,nbu,individual,living,Rongmei Naga
,,,nbv,individual,living,Ngamambo
,,,nbw,individual,living,Southern Ngbandi
,,,nby,individual,living,Ningera
,,,nca,individual,living,Iyo
,,,ncb,individual,living,Central Nicobarese
,,,ncc,individual,living,Ponam
,,,ncd,individual,living,Nachering
,,,nce,individual,living,Yale
,,,ncf,individual,living,Notsi
,,,ncg,individual,living,Nisga'a
,,,nch,individual,living,Central Huasteca Nahuatl
,,,nci,individual,historical,Classical Nahuatl
,,,ncj,individual,living,Northern Puebla Nahuatl
,,,nck,individual,living,Na-kara
,,,ncl,individual,living,Michoacán Nahuatl
,,,ncm,individual,living,Nambo
,,,ncn,individual,living,Nauna
,,,nco,individual,living,Sibe
,,,ncq,individual,living,Northern Katang
,,,ncr,individual,living,Ncane
,,,ncs,individual,living,Nicaraguan Sign Language
,,,nct,individual,living,Chothe Naga
,,,ncu,individual,living,Chumburung
,,,ncx,individual,living,Central Puebla Nahuatl
,,,ncz,individual,extinct,Natchez
,,,nda,individual,living,Ndasa
,,,ndb,individual,living,Kenswei Nsei
,,,ndc,individual,living,Ndau
,,,ndd,individual,living,Nde-Nsele-Nta
nd,nde,nde,nde,individual,living,North Ndebele
,,,ndf,individual,historical,Nadruvian
,,,ndg,individual,living,Ndengereko
,,,ndh,individual,living,Ndali
,,,ndi,individual,living,Samba Leko
,,,ndj,individual,living,Ndamba
,,,ndk,individual,living,Ndaka
,,,ndl,individual,living,Ndolo
,,,ndm,individual,living,Ndam
,,,ndn,individual,living,Ngundi
ng,ndo,ndo,ndo,individual,living,Ndonga
,,,ndp,individual,living,Ndo
,,,ndq,individual,living,Ndombe
,,,ndr,individual,living,Ndoola
,nds,nds,nds,individual,living,Low German
,,,ndt,individual,living,Ndunga
,,,ndu,individual,living,Dugun
,,,ndv,individual,living,Ndut
,,,ndw,individual,living,Ndobo
,,,ndx,individual,living,Nduga
,,,ndy,individual,living,Lutos
,,,ndz,individual,living,Ndogo
,,,nea,individual,living,Eastern Ngad'a
,,,neb,individual,living,Toura (Côte d'Ivoire)
,,,nec,individual,living,Nedebang
,,,ned,individual,living,Nde-Gbite
,,,nee,individual,living,Nêlêmwa-Nixumwak
,,,nef,individual,living,Nefamese
,,,neg,individual,living,Negidal
,,,neh,individual,living,Nyenkha
,,,nei,individual,historical,Neo-Hittite
,,,nej,individual,living,Neko
,,,nek,individual,living,Neku
,,,nem,individual,living,Nemi
,,,nen,individual,living,Nengone
,,,neo,individual,living,Ná-Meo
ne,nep,nep,nep,macrolanguage,living,Nepali (macrolanguage)
,,,neq,individual,living,North Central Mixe
,,,ner,individual,living,Yahadian
,,,nes,individual,living,Bhoti Kinnauri
,,,net,individual,living,Nete
,,,neu,individual,constructed,Neo
,,,nev,individual,living,Nyaheun
,new,new,new,individual,living,Newari
,,,nex,individual,living,Neme
,,,ney,individual,living,Neyo
,,,nez,individual,living,Nez Perce
,,,nfa,individual,living,Dhao
,,,nfd,individual,living,Ahwai
,,,nfl,individual,living,Ayiwo
,,,nfr,individual,living,Nafaanra
,,,nfu,individual,living,Mfumte
,,,nga,individual,living,Ngbaka
,,,ngb,individual,living,Northern Ngbandi
,,,ngc,individual,living,Ngombe (Democratic Republic of Congo)
,,,ngd,individual,living,Ngando (Central African Republic)
,,,nge,individual,living,Ngemba
,,,ngg,individual,living,Ngbaka Manza
,,,ngh,individual,living,Nǁng
,,,ngi,individual,living,Ngizim
,,,ngj,individual,living,Ngie
,,,ngk,individual,living,Dalabon
,,,ngl,individual,living,Lomwe
,,,ngm,individual,living,Ngatik Men's Creole
,,,ngn,individual,living,Ngwo
,,,ngp,individual,living,Ngulu
,,,ngq,individual,living,Ngurimi
,,,ngr,individual,living,Engdewu
,,,ngs,individual,living,Gvoko
,,,ngt,individual,living,Kriang
,,,ngu,individual,living,Guerrero Nahuatl
,,,ngv,individual,extinct,Nagumi
,,,ngw,individual,living,Ngwaba
,,,ngx,individual,living,Nggwahyi
,,,ngy,individual,living,Tibea
,,,ngz,individual,living,Ngungwel
,,,nha,individual,living,Nhanda
,,,nhb,individual,living,Beng
,,,nhc,individual,extinct,Tabasco Nahuatl
,,,nhd,individual,living,Chiripá
,,,nhe,individual,living,Eastern Huasteca Nahuatl
,,,nhf,individual,living,Nhuwala
,,,nhg,individual,living,Tetelcingo Nahuatl
,,,nhh,individual,living,Nahari
,,,nhi,individual,living,Zacatlán-Ahuacatlán-Tepetzintla Nahuatl
,,,nhk,individual,living,Isthmus-Cosoleacaque Nahuatl
,,,nhm,individual,living,Morelos Nahuatl
,,,nhn,individual,living,Central Nahuatl
,,,nho,individual,living,Takuu
,,,nhp,individual,living,Isthmus-Pajapan Nahuatl
,,,nhq,individual,living,Huaxcaleca Nahuatl
,,,nhr,individual,living,Naro
,,,nht,individual,living,Ometepec Nahuatl
,,,nhu,individual,living,Noone
,,,nhv,individual,living,Temascaltepec Nahuatl
,,,nhw,individual,living,Western Huasteca Nahuatl
,,,nhx,individual,living,Isthmus-Mecayapan Nahuatl
,,,nhy,individual,living,Northern Oaxaca Nahuatl
,,,nhz,individual,living,Santa María La Alta Nahuatl
,nia,nia,nia,individual,living,Nias
,,,nib,individual,living,Nakame
,,,nid,individual,extinct,Ngandi
,,,nie,individual,living,Niellim
,,,nif,individual,living,Nek
,,,nig,individual,extinct,Ngalakgan
,,,nih,individual,living,Nyiha (Tanzania)
,,,nii,individual,living,Nii
,,,nij,individual,living,Ngaju
,,,nik,individual,living,Southern Nicobarese
,,,nil,individual,living,Nila
,,,nim,individual,living,Nilamba
,,,nin,individual,living,Ninzo
,,,nio,individual,living,Nganasan
,,,niq,individual,living,Nandi
,,,nir,individual,living,Nimboran
,,,nis,individual,living,Nimi
,,,nit,individual,living,Southeastern Kolami
,niu,niu,niu,individual,living,Niuean
,,,niv,individual,living,Gilyak
,,,niw,individual,living,Nimo
,,,nix,individual,living,Hema
,,,niy,individual,living,Ngiti
,,,niz,individual,living,Ningil
,,,nja,individual,living,Nzanyi
,,,njb,individual,living,Nocte Naga
,,,njd,individual,living,Ndonde Hamba
,,,njh,individual,living,Lotha Naga
,,,nji,individual,living,Gudanji
,,,njj,individual,living,Njen
,,,njl,individual,living,Njalgulgule
,,,njm,individual,living,Angami Naga
,,,njn,individual,living,Liangmai Naga
,,,njo,individual,living,Ao Naga
,,,njr,individual,living,Njerep
,,,njs,individual,living,Nisa
,,,njt,individual,living,Ndyuka-Trio Pidgin
,,,nju,individual,living,Ngadjunmaya
,,,njx,individual,living,Kunyi
,,,njy,individual,living,Njyem
,,,njz,individual,living,Nyishi
,,,nka,individual,living,Nkoya
,,,nkb,individual,living,Khoibu Naga
